,human,continue,explain,create
pos_prop_ADV,0.05973025048169557,0.08531746031746032,0.060669456066945605,0.068
pos_prop_NUM,0.011560693641618497,0.005952380952380952,0.006276150627615063,
pos_prop_NOUN,0.23314065510597304,0.21031746031746032,0.2384937238493724,0.232
pos_prop_VERB,0.09441233140655106,0.09523809523809523,0.09414225941422594,0.078
pos_prop_ADP,0.12716763005780346,0.08928571428571429,0.10669456066945607,0.084
pos_prop_DET,0.14836223506743737,0.1488095238095238,0.17573221757322174,0.148
pos_prop_ADJ,0.04238921001926782,0.0873015873015873,0.05439330543933055,0.072
pos_prop_PUNCT,0.1252408477842004,0.08928571428571429,0.09414225941422594,0.132
pos_prop_PRON,0.038535645472061654,0.03968253968253968,0.04184100418410042,0.03
pos_prop_PART,0.01348747591522158,0.017857142857142856,0.010460251046025104,0.022
pos_prop_AUX,0.05009633911368015,0.047619047619047616,0.056485355648535567,0.032
pos_prop_SCONJ,0.007707129094412331,0.023809523809523808,0.02092050209205021,0.006
pos_prop_CCONJ,0.015414258188824663,0.047619047619047616,0.027196652719665274,0.034
pos_prop_X,0.005780346820809248,0.001984126984126984,0.0041841004184100415,0.002
pos_prop_PROPN,0.02697495183044316,0.00992063492063492,0.008368200836820083,0.06
flesch_reading_ease,21.85322442486543,9.41528627450981,21.903632527980136,10.44886961236108
flesch_kincaid_grade,13.344192364170336,16.50721917211329,14.3414896073903,14.973027920845762
smog,13.60246817042795,17.122413403193683,15.038708451227034,14.596521103487301
gunning_fog,15.705237395986297,20.415895424836602,17.10033753775093,17.732610463540254
automated_readability_index,13.52978463044542,17.446601307189546,14.96112631017943,15.610763079425318
coleman_liau_index,17.62502202643172,19.661263616557736,17.458198614318707,20.155299539170503
lix,46.7520802741067,58.66501089324618,50.14114407532421,54.930604499864465
rix,4.305555555555555,7.4,5.576923076923077,5.382352941176471
passed_quality_check,True,True,True,True
n_stop_words,239.0,227.0,239.0,204.0
alpha_ratio,0.8670520231213873,0.9027777777777778,0.9037656903765691,0.866
mean_word_length,5.447013487475915,5.8313492063492065,5.49163179916318,5.782
doc_length,519.0,504.0,478.0,500.0
top_ngram_chr_fraction_2,0.012195121951219513,0.0073572689817539725,0.01144913313706248,0.006016847172081829
oov_ratio,0.046242774566473986,0.013888888888888888,0.014644351464435146,0.028
token_length_mean,6.083700440528634,6.3050108932461875,5.958429561200924,6.509216589861751
token_length_median,5.0,6.0,5.0,5.0
token_length_std,3.6939107481245324,3.761778445044061,3.7401917094354094,4.099697396285153
sentence_length_mean,12.61111111111111,18.36,16.653846153846153,12.764705882352942
sentence_length_median,11.5,18.0,15.0,13.0
sentence_length_std,7.725419002580513,3.814498656442285,5.504839183651946,7.008645180520697
syllables_per_token_mean,2.0352422907488985,2.113289760348584,1.9861431870669746,2.1682027649769586
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.3069082149349112,1.2455663702531499,1.267753244510258,1.4131714163447837
n_tokens,454,459,433,434
n_unique_tokens,267,288,249,261
proportion_unique_tokens,0.5881057268722467,0.6274509803921569,0.5750577367205543,0.6013824884792627
n_characters,2827,2939,2625,2891
n_sentences,36,25,26,34
first_order_coherence,0.4620580404996872,0.6852897355953852,0.6595131051540375,0.4846364503557032
second_order_coherence,0.4642112367950818,0.7029084602127904,0.6297158238788446,0.4931666422635317
dependency_distance_mean,2.4941670298567638,3.1027600094649315,3.0163729728585618,2.318119392905803
dependency_distance_std,0.8585202890503928,0.5968283127603052,0.6166477416149518,1.132054172601241
prop_adjacent_dependency_relation_mean,0.44939264835223036,0.4353527855902683,0.43659436613400815,0.40753732666135767
prop_adjacent_dependency_relation_std,0.1057008135954627,0.058667636090995026,0.06755680054957185,0.15965156589050786
entropy,7.2524449427923,7.958179284466704,8.145045348610832,7.838721617085669
perplexity,1411.5517960822192,2858.8630347216995,3446.2616699624846,2536.95955416537
per_word_perplexity,2.7197529789638133,5.672347291114483,7.209752447620261,5.07391910833074
connectives,11,12,16,14
connectives_cap,2,0,0,4
duplicate_ngram_chr_fraction_5,,0.017657445556209534,,
duplicate_ngram_chr_fraction_6,,0.017657445556209534,,
top_ngram_chr_fraction_3,,,,0.01263537906137184
